request_status,date_received,suburb,category,service_desc,days_to_complete
closed,2016-09-21,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-21,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-19,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-29,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-10-31,Carlton,Asset Maintenance,Street Maintenance,2
closed,2016-09-26,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-09-20,Kensington,Parks and Trees,Lawns and Irrigation,20
closed,2016-10-11,Carlton,Graffiti,Graffiti Removal,15
closed,2016-10-03,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-27,North Melbourne,Graffiti,Graffiti Removal,8
closed,2016-10-21,Melbourne,Graffiti,Graffiti Removal,13
closed,2016-10-12,Kensington,"Waste, Street Cleaning and Litter",Street Cleaning services,1
closed,2016-09-08,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2016-09-23,Carlton,Graffiti,Graffiti Removal,3
closed,2016-09-02,Melbourne,Roads and Traffic,Road and Footpath Maintenance,14
closed,2016-10-13,Melbourne,Graffiti,Graffiti Removal,8
closed,2016-09-20,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2016-10-12,Melbourne,Graffiti,Graffiti Removal,2
closed,2016-09-12,Carlton,Asset Maintenance,Public Toilets,3
closed,2016-09-19,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-13,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-06,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-10-08,Carlton,Parks and Trees,Condition of Assets in Parks,13
closed,2016-10-11,Kensington,Parks and Trees,Tree Maintenance Services,9
closed,2016-09-21,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-10,Kensington,Parks and Trees,Lawns and Irrigation,16
closed,2016-09-14,Melbourne,Graffiti,Graffiti Removal,13
closed,2016-09-01,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,12
closed,2016-09-23,North Melbourne,Parks and Trees,Tree Maintenance Services,11
closed,2016-09-13,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-22,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-10-03,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,14
closed,2016-10-13,West Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2016-10-03,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,10
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-23,Carlton,Parks and Trees,Lawns and Irrigation,3
closed,2016-09-06,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,10
closed,2016-10-20,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-09-26,East Melbourne,Graffiti,Graffiti Removal,10
closed,2016-09-27,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-06,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,22
closed,2016-09-07,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,20
closed,2016-09-09,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,5
closed,2016-09-20,Melbourne,Graffiti,Graffiti Removal,13
closed,2016-09-16,North Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,3
closed,2016-09-16,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,5
closed,2016-09-16,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,5
closed,2016-09-19,Melbourne,Parks and Trees,Park Cleaning,1
closed,2016-09-23,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-23,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-23,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-23,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-10-03,East Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-09-06,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2016-09-12,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-02,South Yarra,Parks and Trees,Lawns and Irrigation,10
closed,2016-10-05,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2016-09-28,Carlton,Roads and Traffic,Road and Footpath Maintenance,5
closed,2016-10-11,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-13,Melbourne,Graffiti,Graffiti Removal,9
closed,2016-10-14,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-03,East Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2016-10-26,Kensington,Graffiti,Graffiti Removal,9
closed,2016-09-01,Kensington,"Waste, Street Cleaning and Litter",Waste Collection Services,14
closed,2016-10-18,West Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-28,Carlton,Graffiti,Graffiti Removal,12
closed,2016-10-25,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,9
closed,2016-09-23,Melbourne,Graffiti,Graffiti Removal,11
closed,2016-10-18,Parkville,Parks and Trees,Condition of Assets in Parks,1
closed,2016-09-22,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,12
closed,2016-09-22,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,12
closed,2016-09-14,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-10-26,East Melbourne,Parks and Trees,Tree Maintenance Services,2
closed,2016-11-04,Parkville,Parks and Trees,Condition of Assets in Parks,1
closed,2016-11-04,Parkville,Parks and Trees,Condition of Assets in Parks,1
closed,2016-09-08,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-08,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-08,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-08,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-12,Carlton,Parks and Trees,Tree Maintenance Services,7
closed,2016-09-27,West Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,8
closed,2016-09-14,Southbank,Graffiti,Graffiti Removal,1
closed,2016-10-21,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-05,Carlton,Graffiti,Graffiti Removal,9
closed,2016-10-25,Carlton,Graffiti,Graffiti Removal,9
closed,2016-10-17,Southbank,Roads and Traffic,Traffic Management,11
closed,2016-09-23,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,10
closed,2016-09-13,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-03,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,17
closed,2016-10-04,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-06,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1
closed,2016-10-26,Parkville,Graffiti,Graffiti Removal,8
closed,2016-11-07,Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2016-10-03,Melbourne,Graffiti,Graffiti Removal,11
closed,2016-10-01,Melbourne,Roads and Traffic,Road and Footpath Maintenance,3
closed,2016-09-08,Docklands,Graffiti,Graffiti Removal,13
closed,2016-09-25,Melbourne,Graffiti,Graffiti Removal,19
closed,2016-09-06,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,10
closed,2016-10-04,East Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,9
closed,2016-09-20,Carlton,Graffiti,Graffiti Removal,14
closed,2016-09-21,Melbourne,Graffiti,Graffiti Removal,22
closed,2016-10-14,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-11,Melbourne,Roads and Traffic,Road and Footpath Maintenance,14
closed,2016-09-22,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-12,Melbourne,Parks and Trees,Tree Maintenance Services,2
closed,2016-09-26,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,15
closed,2016-10-24,North Melbourne,Parks and Trees,Tree Maintenance Services,4
closed,2016-10-10,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,9
closed,2016-09-21,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,16
closed,2016-09-08,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,8
closed,2016-10-03,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-03,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-03,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-26,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,9
closed,2016-09-26,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,9
closed,2016-09-19,Carlton,Graffiti,Graffiti Removal,14
closed,2016-09-19,Carlton,Graffiti,Graffiti Removal,14
closed,2016-09-26,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,8
closed,2016-09-02,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,18
closed,2016-10-18,Kensington,Parks and Trees,Condition of Assets in Parks,1
closed,2016-09-12,Carlton,Graffiti,Graffiti Removal,8
closed,2016-10-14,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,5
closed,2016-10-14,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,5
closed,2016-09-09,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-09,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-09,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-09,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-27,Carlton,Graffiti,Graffiti Removal,8
closed,2016-09-27,Carlton,Graffiti,Graffiti Removal,8
closed,2016-09-27,Carlton,Graffiti,Graffiti Removal,8
closed,2016-10-10,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,9
closed,2016-10-19,Melbourne,Parks and Trees,Tree Maintenance Services,2
closed,2016-11-04,Parkville,Parks and Trees,Condition of Assets in Parks,3
closed,2016-10-05,Docklands,Parks and Trees,Condition of Assets in Parks,1
closed,2016-11-02,Carlton,Graffiti,Graffiti Removal,2
closed,2016-11-02,Carlton,Graffiti,Graffiti Removal,2
closed,2016-09-27,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,10
closed,2016-10-03,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-26,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-08-29,West Melbourne,Graffiti,Graffiti Removal,23
closed,2016-09-29,Melbourne,Roads and Traffic,Road and Footpath Maintenance,8
closed,2016-09-19,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2016-10-26,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,9
closed,2016-11-01,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-27,Kensington,Graffiti,Graffiti Removal,6
closed,2016-09-29,North Melbourne,Parks and Trees,Park Cleaning,4
closed,2016-10-20,East Melbourne,Parks and Trees,Condition of Assets in Parks,14
closed,2016-09-06,West Melbourne,Graffiti,Graffiti Removal,21
closed,2016-09-23,North Melbourne,Graffiti,Graffiti Removal,18
closed,2016-10-15,Parkville,Parks and Trees,Lawns and Irrigation,20
closed,2016-09-25,Kensington,Parks and Trees,Condition of Assets in Parks,8
closed,2016-09-09,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-09,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-27,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2016-10-13,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,4
closed,2016-09-27,Kensington,Graffiti,Graffiti Removal,14
closed,2016-09-16,Parkville,Graffiti,Graffiti Removal,7
closed,2016-09-14,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-20,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-20,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-20,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-10,Carlton,Graffiti,Graffiti Removal,4
closed,2016-10-07,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-26,Carlton,"Waste, Street Cleaning and Litter",Dumped Rubbish,9
closed,2016-10-14,Kensington,Parks and Trees,Park Cleaning,4
closed,2016-10-19,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-21,East Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-11-02,Carlton North,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-09-07,West Melbourne,Parks and Trees,Tree Maintenance Services,6
closed,2016-10-11,Carlton North,Parks and Trees,Condition of Assets in Parks,13
closed,2016-10-07,Southbank,"Waste, Street Cleaning and Litter",Damaged Bins,24
closed,2016-10-19,Carlton,Graffiti,Graffiti Removal,7
closed,2016-10-13,Southbank,Parking,Parking Compliance Services,1
closed,2016-10-24,Docklands,Parks and Trees,Lawns and Irrigation,2
closed,2016-09-15,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-17,Carlton,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2016-09-20,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2016-09-20,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2016-08-26,Melbourne,Graffiti,Graffiti Removal,24
closed,2016-09-10,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-09-27,Kensington,Graffiti,Graffiti Removal,16
closed,2016-09-16,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-16,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-25,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-27,Melbourne,Graffiti,Graffiti Removal,10
closed,2016-09-27,Melbourne,Graffiti,Graffiti Removal,10
closed,2016-09-28,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-28,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-28,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-28,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-17,Kensington,Graffiti,Graffiti Removal,17
closed,2016-11-02,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-09-05,North Melbourne,Graffiti,Graffiti Removal,18
closed,2016-09-26,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,8
closed,2016-09-27,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,8
closed,2016-09-21,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,5
closed,2016-10-03,North Melbourne,Parks and Trees,Tree Maintenance Services,4
closed,2016-09-14,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-05,North Melbourne,Graffiti,Graffiti Removal,14
closed,2016-09-21,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-20,West Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2016-10-26,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-11-02,Carlton North,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-09,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-09-09,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-09-09,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-10-21,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-21,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-09-28,East Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,7
closed,2016-10-03,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-20,West Melbourne,Graffiti,Graffiti Removal,15
closed,2016-10-27,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-27,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-26,Carlton,Graffiti,Graffiti Removal,14
closed,2016-09-20,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-21,Docklands,Parking,Parking Compliance Services,1
closed,2016-10-20,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-20,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-14,Kensington,Graffiti,Graffiti Removal,1
closed,2016-09-08,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-21,Southbank,Parks and Trees,Tree Maintenance Services,4
closed,2016-10-27,North Melbourne,Graffiti,Graffiti Removal,1
closed,2016-10-06,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-10-04,Southbank,Parks and Trees,Tree Maintenance Services,3
closed,2016-10-17,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-10-17,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-10-17,Parkville,Parks and Trees,Condition of Assets in Parks,2
closed,2016-09-19,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,2
closed,2016-10-06,Melbourne,Parks and Trees,Lawns and Irrigation,1
closed,2016-10-28,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,10
closed,2016-10-19,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-03,Kensington,"Waste, Street Cleaning and Litter",Public Litter Bin,10
closed,2016-09-20,North Melbourne,Parks and Trees,Tree Maintenance Services,8
closed,2016-10-21,Melbourne,Parks and Trees,Condition of Assets in Parks,6
closed,2016-10-19,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2016-10-19,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2016-09-27,Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2016-10-13,Docklands,Graffiti,Graffiti Removal,1
closed,2016-10-13,Docklands,Graffiti,Graffiti Removal,1
closed,2016-10-19,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,19
closed,2016-09-22,Carlton,Graffiti,Graffiti Removal,22
closed,2016-09-08,Melbourne,Parks and Trees,Park Cleaning,20
closed,2016-10-27,Carlton,Graffiti,Graffiti Removal,7
closed,2016-09-09,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,7
closed,2016-10-07,West Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,4
closed,2016-09-22,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2016-09-23,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-10-20,North Melbourne,Graffiti,Graffiti Removal,6
closed,2016-11-03,West Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2016-09-21,North Melbourne,Graffiti,Graffiti Removal,16
closed,2016-10-24,East Melbourne,Graffiti,Graffiti Removal,4
closed,2016-10-03,Kensington,"Waste, Street Cleaning and Litter",Waste Collection Services,9
closed,2016-09-22,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2016-10-24,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,9
closed,2016-10-21,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-10-20,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,15
closed,2016-09-26,Southbank,"Waste, Street Cleaning and Litter",Street Cleaning services,2
closed,2016-09-30,Kensington,Parks and Trees,Tree Maintenance Services,7
closed,2016-10-21,Parkville,Parks and Trees,Condition of Assets in Parks,3
closed,2016-09-12,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,15
closed,2016-09-12,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,15
closed,2016-10-26,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-26,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-09,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,5
closed,2016-09-20,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-11,Melbourne,Graffiti,Graffiti Removal,3
closed,2016-09-13,Melbourne,Graffiti,Graffiti Removal,24
closed,2016-10-06,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,20
closed,2016-10-18,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2016-10-11,Parkville,Parks and Trees,Park Cleaning,1
closed,2016-09-11,Carlton North,Parks and Trees,Tree Maintenance Services,11
closed,2016-09-14,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,19
closed,2016-09-20,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-27,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-09-27,North Melbourne,Roads and Traffic,Road and Footpath Maintenance,7
closed,2016-09-27,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-27,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-27,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-27,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-27,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-08-23,Kensington,Graffiti,Graffiti Removal,24
closed,2016-09-09,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2016-08-30,Melbourne,Graffiti,Graffiti Removal,20
closed,2016-09-06,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,10
closed,2016-09-06,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,10
closed,2016-09-06,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,10
closed,2016-09-06,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,10
closed,2016-09-06,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,10
closed,2016-11-04,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-11-04,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-11-04,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-12,Carlton,Graffiti,Graffiti Removal,16
closed,2016-10-03,Southbank,Parks and Trees,Condition of Assets in Parks,7
closed,2016-09-12,Southbank,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2016-10-05,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-05,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,15
closed,2016-09-14,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-25,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-25,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-25,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-18,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,13
closed,2016-10-25,West Melbourne,Parks and Trees,Tree Maintenance Services,3
closed,2016-10-06,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-10-06,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-10-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-10-10,Docklands,Graffiti,Graffiti Removal,1
closed,2016-10-10,Melbourne,Graffiti,Graffiti Removal,11
closed,2016-10-03,Melbourne,Graffiti,Graffiti Removal,18
closed,2016-10-07,Parkville,Parks and Trees,Park Cleaning,14
closed,2016-10-21,Melbourne,Roads and Traffic,Road and Footpath Maintenance,5
closed,2016-09-22,Carlton,Parks and Trees,Condition of Assets in Parks,11
closed,2016-10-25,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,10
closed,2016-10-06,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-09-23,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,21
closed,2016-09-09,Parkville,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2016-10-11,Parkville,"Waste, Street Cleaning and Litter",Missing Bin,8
closed,2016-09-05,Kensington,Graffiti,Graffiti Removal,11
closed,2016-09-22,Melbourne,Roads and Traffic,Road and Footpath Maintenance,1
closed,2016-09-19,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7
closed,2016-09-13,Carlton,Graffiti,Graffiti Removal,6
closed,2016-09-13,Carlton,Graffiti,Graffiti Removal,6
closed,2016-10-31,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-10-15,Parkville,"Waste, Street Cleaning and Litter",Street Cleaning services,4
closed,2016-09-21,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-07,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-10-17,South Yarra,Parks and Trees,Tree Maintenance Services,4
closed,2016-10-17,South Yarra,Parks and Trees,Tree Maintenance Services,4
closed,2016-10-17,South Yarra,Parks and Trees,Tree Maintenance Services,4
closed,2016-10-17,South Yarra,Parks and Trees,Tree Maintenance Services,4
closed,2016-09-15,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-21,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-24,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2016-10-26,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-26,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-05,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-28,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2016-09-16,Kensington,Parks and Trees,Condition of Assets in Parks,12
closed,2016-09-16,North Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,3
closed,2016-10-01,Melbourne,Graffiti,Graffiti Removal,9
closed,2016-10-01,Melbourne,Graffiti,Graffiti Removal,9
closed,2016-10-04,Kensington,Parks and Trees,Condition of Assets in Parks,24
